"íçï∂ì˙éû","ìXï‹î‘çÜ","ÉXÉeÅ[É^ÉX","çXêVì˙éû","ìoò^ì˙éû","è§ïiî‘çÜ","äÛñ]êîó ","î[ïiêîó "
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","17","20","20"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","18","15","15"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","19","20","20"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","27-1","34","34"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","33-1","40","40"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","51","12","12"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","49-2","30","30"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","9-2","22","22"
"2023-11-01 20:18:01","0000000000006","1","2023-11-01 20:18:01","2023-11-01 20:18:01","42-1","30","30"
"2023-11-01 20:18:58","0000000000012","1","2023-11-01 20:18:58","2023-11-01 20:18:58","9-1","10","10"
"2023-11-01 20:18:58","0000000000012","1","2023-11-01 20:18:58","2023-11-01 20:18:58","18","10","10"
"2023-11-01 20:18:58","0000000000012","1","2023-11-01 20:18:58","2023-11-01 20:18:58","49-1","15","15"
"2023-11-01 20:18:58","0000000000012","1","2023-11-01 20:18:58","2023-11-01 20:18:58","57-1","1","1"
"2023-11-01 20:26:26","0000000000092","1","2023-11-01 20:26:26","2023-11-01 20:26:26","49-2","15","15"
"2023-11-01 20:37:01","0000000000020","1","2023-11-01 20:37:01","2023-11-01 20:37:01","58-2","16","16"
"2023-11-01 20:37:34","0000000000023","1","2023-11-01 20:37:34","2023-11-01 20:37:34","49-1","30","30"
"2023-11-01 20:38:22","0000000000020","1","2023-11-01 20:38:22","2023-11-01 20:38:22","15","10","10"
"2023-11-01 20:38:22","0000000000020","1","2023-11-01 20:38:22","2023-11-01 20:38:22","40-2","8","7"
"2023-11-01 20:42:31","0000000000003","1","2023-11-01 20:42:31","2023-11-01 20:42:31","58-2","15","15"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","4","10","10"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","14-1","10","6"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","42-1","20","20"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","49-1","15","15"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","59-1","10","10"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","51","5","4"
"2023-11-01 20:45:21","0000000000086","1","2023-11-01 20:45:21","2023-11-01 20:45:21","58-2","0","12"
"2023-11-01 20:47:00","0000000000095","1","2023-11-01 20:47:00","2023-11-01 20:47:00","49-1","30","30"
"2023-11-01 20:52:11","0000000000093","1","2023-11-01 20:52:11","2023-11-01 20:52:11","58-2","11","11"
"2023-11-01 20:55:13","0000000000071","1","2023-11-01 20:55:13","2023-11-01 20:55:13","49-1","30","30"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","58-2","8","8"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","2","10","10"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","9-1","10","10"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","20","13","13"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","27-1","15","15"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","33-1","12","12"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","35-1","20","20"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","49-1","15","15"
"2023-11-01 21:00:17","0000000000014","1","2023-11-01 21:00:17","2023-11-01 21:00:17","49-2","15","15"
"2023-11-01 21:03:04","0000000000092","1","2023-11-01 21:03:04","2023-11-01 21:03:04","4","20","20"
"2023-11-01 21:03:04","0000000000092","1","2023-11-01 21:03:04","2023-11-01 21:03:04","8","10","10"
"2023-11-01 21:03:04","0000000000092","1","2023-11-01 21:03:04","2023-11-01 21:03:04","18","10","10"
"2023-11-01 21:03:04","0000000000092","1","2023-11-01 21:03:04","2023-11-01 21:03:04","40-1","1","1"
"2023-11-01 21:03:04","0000000000092","1","2023-11-01 21:03:04","2023-11-01 21:03:04","51","4","4"
"2023-11-01 21:10:44","0000000000006","1","2023-11-01 21:10:44","2023-11-01 21:10:44","58-1","28","28"
"2023-11-01 21:11:01","0000000000002","1","2023-11-01 21:11:01","2023-11-01 21:11:01","58-2","11","11"
"2023-11-01 21:12:46","0000000000010","1","2023-11-01 21:12:46","2023-11-01 21:12:46","50-1","2","2"
"2023-11-01 21:13:27","0000000000032","1","2023-11-01 21:13:27","2023-11-01 21:13:27","58-2","18","18"
"2023-11-01 21:14:01","0000000000031","1","2023-11-01 21:14:01","2023-11-01 21:14:01","58-2","4","4"
"2023-11-01 21:15:31","0000000000010","1","2023-11-01 21:15:31","2023-11-01 21:15:31","49-1","15","15"
"2023-11-01 21:16:21","0000000000020","1","2023-11-01 21:16:21","2023-11-01 21:16:21","49-2","15","15"
"2023-11-01 21:19:00","0000000000010","1","2023-11-01 21:19:00","2023-11-01 21:19:00","49-2","15","15"
"2023-11-01 21:21:55","0000000000006","1","2023-11-01 21:21:55","2023-11-01 21:21:55","58-2","9","9"
"2023-11-01 21:21:55","0000000000006","1","2023-11-01 21:21:55","2023-11-01 21:21:55","58-1","2","2"
"2023-11-01 21:22:52","0000000000095","1","2023-11-01 21:22:52","2023-11-01 21:22:52","58-2","813","813"
"2023-11-01 21:23:16","0000000000002","1","2023-11-01 21:23:16","2023-11-01 21:23:16","2","30","30"
"2023-11-01 21:23:16","0000000000002","1","2023-11-01 21:23:16","2023-11-01 21:23:16","16","10","10"
"2023-11-01 21:23:16","0000000000002","1","2023-11-01 21:23:16","2023-11-01 21:23:16","18","20","20"
"2023-11-01 21:23:16","0000000000002","1","2023-11-01 21:23:16","2023-11-01 21:23:16","33-1","10","10"
"2023-11-01 21:23:16","0000000000002","1","2023-11-01 21:23:16","2023-11-01 21:23:16","49-1","15","15"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","12","20","20"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","23","10","10"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","26-2","20","20"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","33-1","20","20"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","35-1","20","20"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","49-2","15","15"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","2","5","5"
"2023-11-01 21:29:59","0000000000012","1","2023-11-01 21:29:59","2023-11-01 21:29:59","58-2","0","6"
"2023-11-01 22:07:14","0000000000063","1","2023-11-01 22:07:14","2023-11-01 22:07:14","58-2","10","10"
"2023-11-01 22:07:14","0000000000063","1","2023-11-01 22:07:14","2023-11-01 22:07:14","58-1","6","6"
"2023-11-01 22:45:49","0000000000024","1","2023-11-01 22:45:49","2023-11-01 22:45:49","40-1","5","5"
"2023-11-01 22:45:49","0000000000024","1","2023-11-01 22:45:49","2023-11-01 22:45:49","51","10","4"
"2023-11-01 22:45:49","0000000000024","1","2023-11-01 22:45:49","2023-11-01 22:45:49","49-2","30","30"
"2023-11-01 22:45:49","0000000000024","1","2023-11-01 22:45:49","2023-11-01 22:45:49","18","5","5"
"2023-11-01 22:45:49","0000000000024","1","2023-11-01 22:45:49","2023-11-01 22:45:49","16","5","5"
"2023-11-01 22:50:39","000000000054A","1","2023-11-01 22:50:39","2023-11-01 22:50:39","58-2","46","46"
"2023-11-01 23:10:15","0000000000013","1","2023-11-01 23:10:15","2023-11-01 23:10:15","58-2","40","40"
"2023-11-01 23:13:01","0000000000095","1","2023-11-01 23:13:01","2023-11-01 23:13:01","58-2","50","50"
"2023-11-01 23:16:06","0000000000003","1","2023-11-01 23:16:06","2023-11-01 23:16:06","35-1","30","30"
"2023-11-02 08:53:48","000000000019B","1","2023-11-02 08:53:48","2023-11-02 08:53:48","58-2","22","22"
"2023-11-02 08:54:18","0000000000002","1","2023-11-02 08:54:18","2023-11-02 08:54:18","58-2","4","4"
"2023-11-02 08:56:29","0000000000031","1","2023-11-02 08:56:29","2023-11-02 08:56:29","58-2","11","11"
"2023-11-02 08:56:54","0000000000032","1","2023-11-02 08:56:54","2023-11-02 08:56:54","58-2","7","7"
"2023-11-02 08:59:30","0000000000022","1","2023-11-02 08:59:30","2023-11-02 08:59:30","58-2","15","15"
"2023-11-02 08:59:30","0000000000022","1","2023-11-02 08:59:30","2023-11-02 08:59:30","45","5","5"
"2023-11-02 09:00:05","0000000000024","1","2023-11-02 09:00:05","2023-11-02 09:00:05","58-2","5","5"
"2023-11-02 09:01:59","0000000000012","1","2023-11-02 09:01:59","2023-11-02 09:01:59","58-2","5","5"
"2023-11-02 09:03:09","0000000000049","1","2023-11-02 09:03:09","2023-11-02 09:03:09","58-2","5","5"
"2023-11-02 09:03:20","0000000000016","1","2023-11-02 09:03:20","2023-11-02 09:03:20","58-2","4","4"
"2023-11-02 09:12:31","0000000000086","1","2023-11-02 09:12:31","2023-11-02 09:12:31","58-2","23","23"
"2023-11-02 09:13:09","0000000000006","1","2023-11-02 09:13:09","2023-11-02 09:13:09","58-1","32","32"
"2023-11-02 09:20:32","0000000000093","1","2023-11-02 09:20:32","2023-11-02 09:20:32","58-2","15","15"
"2023-11-02 09:21:20","0000000000071","1","2023-11-02 09:21:20","2023-11-02 09:21:20","58-2","14","14"
"2023-11-02 09:21:49","0000000000055","1","2023-11-02 09:21:49","2023-11-02 09:21:49","58-2","2","2"
"2023-11-02 09:29:10","0000000000035","1","2023-11-02 09:29:10","2023-11-02 09:29:10","58-2","12","12"
"2023-11-02 09:30:05","0000000000003","1","2023-11-02 09:30:05","2023-11-02 09:30:05","58-2","5","5"
"2023-11-02 09:34:01","0000000000092","1","2023-11-02 09:34:01","2023-11-02 09:34:01","58-2","16","16"
"2023-11-02 09:38:55","0000000000011","1","2023-11-02 09:38:55","2023-11-02 09:38:55","58-2","6","6"
"2023-11-02 09:46:45","0000000000063","1","2023-11-02 09:46:45","2023-11-02 09:46:45","58-2","3","3"
"2023-11-02 09:49:53","0000000000018","1","2023-11-02 09:49:53","2023-11-02 09:49:53","58-2","35","35"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","17","10","10"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","19","10","10"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","49-2","30","30"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","59-1","20","20"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","35-2","15","9"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","4","40","40"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","21","20","20"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","2","10","10"
"2023-11-02 10:03:54","0000000000006","1","2023-11-02 10:03:54","2023-11-02 10:03:54","42-1","50","50"
"2023-11-02 10:14:58","0000000000022","1","2023-11-02 10:14:58","2023-11-02 10:14:58","39-1","5","5"
"2023-11-02 10:14:58","0000000000022","1","2023-11-02 10:14:58","2023-11-02 10:14:58","49-1","30","30"
"2023-11-02 10:19:53","0000000000006","1","2023-11-02 10:19:53","2023-11-02 10:19:53","12","30","30"
"2023-11-02 11:00:00","0000000000010","1","2023-11-02 11:00:00","2023-11-02 11:00:00","50-1","2","2"
"2023-11-02 11:00:00","0000000000010","1","2023-11-02 11:00:00","2023-11-02 11:00:00","51","2","2"
"2023-11-02 11:00:21","0000000000091","1","2023-11-02 11:00:21","2023-11-02 11:00:21","58-2","15","15"
"2023-11-02 11:14:55","0000000000003","1","2023-11-02 11:14:55","2023-11-02 11:14:55","35-1","60","53"
"2023-11-02 11:14:55","0000000000003","1","2023-11-02 11:14:55","2023-11-02 11:14:55","51","10","7"
"2023-11-02 11:14:55","0000000000003","1","2023-11-02 11:14:55","2023-11-02 11:14:55","23","20","20"
"2023-11-02 11:31:31","0000000000036","1","2023-11-02 11:31:31","2023-11-02 11:31:31","49-2","15","15"
"2023-11-02 11:31:31","0000000000036","1","2023-11-02 11:31:31","2023-11-02 11:31:31","58-2","0","18"
"2023-11-02 11:33:02","0000000000083","1","2023-11-02 11:33:02","2023-11-02 11:33:02","49-2","30","30"
"2023-11-02 11:33:02","0000000000083","1","2023-11-02 11:33:02","2023-11-02 11:33:02","58-2","0","1"
"2023-11-02 11:33:47","0000000000016","1","2023-11-02 11:33:47","2023-11-02 11:33:47","49-2","15","15"
"2023-11-02 11:57:58","0000000000011","1","2023-11-02 11:57:58","2023-11-02 11:57:58","2","10","10"
"2023-11-02 11:57:58","0000000000011","1","2023-11-02 11:57:58","2023-11-02 11:57:58","18","10","10"
"2023-11-02 11:57:58","0000000000011","1","2023-11-02 11:57:58","2023-11-02 11:57:58","49-1","15","15"
"2023-11-02 11:58:10","0000000000010","1","2023-11-02 11:58:10","2023-11-02 11:58:10","58-2","7","7"
"2023-11-02 12:10:37","0000000000010","1","2023-11-02 12:10:37","2023-11-02 12:10:37","50-1","2","2"
"2023-11-02 12:16:37","0000000000083","1","2023-11-02 12:16:37","2023-11-02 12:16:37","16","100","100"
"2023-11-02 12:19:01","0000000000006","1","2023-11-02 12:19:01","2023-11-02 12:19:01","58-2","5","5"
"2023-11-02 12:19:01","0000000000006","1","2023-11-02 12:19:01","2023-11-02 12:19:01","58-1","18","18"
"2023-11-02 12:31:26","0000000000012","1","2023-11-02 12:31:26","2023-11-02 12:31:26","9-1","15","15"
"2023-11-02 12:31:26","0000000000012","1","2023-11-02 12:31:26","2023-11-02 12:31:26","16","5","5"
"2023-11-02 12:31:26","0000000000012","1","2023-11-02 12:31:26","2023-11-02 12:31:26","20","10","10"
"2023-11-02 12:31:26","0000000000012","1","2023-11-02 12:31:26","2023-11-02 12:31:26","2","10","10"
"2023-11-02 12:31:26","0000000000012","1","2023-11-02 12:31:26","2023-11-02 12:31:26","58-2","0","1"
"2023-11-02 12:35:15","0000000000006","1","2023-11-02 12:35:15","2023-11-02 12:35:15","49-2","30","30"
"2023-11-02 12:35:15","0000000000006","1","2023-11-02 12:35:15","2023-11-02 12:35:15","4","20","20"
"2023-11-02 12:37:48","0000000000006","1","2023-11-02 12:37:48","2023-11-02 12:37:48","2","20","20"
"2023-11-02 12:42:18","0000000000035","1","2023-11-02 12:42:18","2023-11-02 12:42:18","58-2","8","8"
"2023-11-02 12:55:04","0000000000011","1","2023-11-02 12:55:04","2023-11-02 12:55:04","45","1","1"
"2023-11-02 13:01:28","0000000000011","1","2023-11-02 13:01:28","2023-11-02 13:01:28","49-2","15","15"
"2023-11-02 13:01:51","0000000000086","1","2023-11-02 13:01:51","2023-11-02 13:01:51","5","10","10"
"2023-11-02 13:01:51","0000000000086","1","2023-11-02 13:01:51","2023-11-02 13:01:51","12","25","25"
"2023-11-02 13:03:47","0000000000092","1","2023-11-02 13:03:47","2023-11-02 13:03:47","58-2","6","6"
"2023-11-02 13:15:23","0000000000018","1","2023-11-02 13:15:23","2023-11-02 13:15:23","38","10","10"
"2023-11-02 13:15:23","0000000000018","1","2023-11-02 13:15:23","2023-11-02 13:15:23","58-2","0","68"
"2023-11-02 13:23:16","0000000000095","1","2023-11-02 13:23:16","2023-11-02 13:23:16","49-1","30","30"
"2023-11-02 13:24:05","0000000000036","1","2023-11-02 13:24:05","2023-11-02 13:24:05","49-2","15","15"
"2023-11-02 13:24:05","0000000000036","1","2023-11-02 13:24:05","2023-11-02 13:24:05","58-2","0","15"
"2023-11-02 13:37:06","0000000000013","1","2023-11-02 13:37:06","2023-11-02 13:37:06","49-1","15","15"
"2023-11-02 13:37:06","0000000000013","1","2023-11-02 13:37:06","2023-11-02 13:37:06","50-2","5","5"
"2023-11-02 13:37:06","0000000000013","1","2023-11-02 13:37:06","2023-11-02 13:37:06","58-2","0","37"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","17","30","30"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","18","20","20"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","19","20","20"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","49-2","30","30"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","41","6","6"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","2","20","20"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","42-1","50","50"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","38","6","6"
"2023-11-02 13:54:42","0000000000006","1","2023-11-02 13:54:42","2023-11-02 13:54:42","58-1","0","12"
"2023-11-02 13:56:40","0000000000016","1","2023-11-02 13:56:40","2023-11-02 13:56:40","49-2","15","15"
"2023-11-02 14:01:44","0000000000003","1","2023-11-02 14:01:44","2023-11-02 14:01:44","35-1","60","60"
"2023-11-02 14:01:44","0000000000003","1","2023-11-02 14:01:44","2023-11-02 14:01:44","58-2","0","19"
"2023-11-02 14:08:58","0000000000012","1","2023-11-02 14:08:58","2023-11-02 14:08:58","26-2","10","10"
"2023-11-02 14:08:58","0000000000012","1","2023-11-02 14:08:58","2023-11-02 14:08:58","33-1","10","10"
"2023-11-02 14:08:58","0000000000012","1","2023-11-02 14:08:58","2023-11-02 14:08:58","49-2","15","15"
"2023-11-02 14:08:58","0000000000012","1","2023-11-02 14:08:58","2023-11-02 14:08:58","7","10","10"
"2023-11-02 14:08:58","0000000000012","1","2023-11-02 14:08:58","2023-11-02 14:08:58","58-2","0","2"
"2023-11-02 14:22:03","0000000000006","1","2023-11-02 14:22:03","2023-11-02 14:22:03","58-1","30","30"
"2023-11-02 14:22:26","0000000000031","1","2023-11-02 14:22:26","2023-11-02 14:22:26","58-2","10","10"
"2023-11-02 14:29:55","0000000000083","1","2023-11-02 14:29:55","2023-11-02 14:29:55","16","100","100"
"2023-11-02 14:29:55","0000000000083","1","2023-11-02 14:29:55","2023-11-02 14:29:55","49-2","15","15"
"2023-11-02 14:51:49","0000000000002","1","2023-11-02 14:51:49","2023-11-02 14:51:49","36","10","9"
"2023-11-02 14:51:49","0000000000002","1","2023-11-02 14:51:49","2023-11-02 14:51:49","49-1","30","30"
"2023-11-02 15:03:24","0000000000063","1","2023-11-02 15:03:24","2023-11-02 15:03:24","5","8","8"
"2023-11-02 15:03:24","0000000000063","1","2023-11-02 15:03:24","2023-11-02 15:03:24","12","20","20"
"2023-11-02 15:03:24","0000000000063","1","2023-11-02 15:03:24","2023-11-02 15:03:24","40-1","10","10"
"2023-11-02 15:03:24","0000000000063","1","2023-11-02 15:03:24","2023-11-02 15:03:24","49-1","30","30"
"2023-11-02 15:03:24","0000000000063","1","2023-11-02 15:03:24","2023-11-02 15:03:24","49-2","30","30"
"2023-11-02 15:08:53","0000000000093","1","2023-11-02 15:08:53","2023-11-02 15:08:53","12","20","20"
"2023-11-02 15:08:53","0000000000093","1","2023-11-02 15:08:53","2023-11-02 15:08:53","16","10","10"
"2023-11-02 15:08:53","0000000000093","1","2023-11-02 15:08:53","2023-11-02 15:08:53","17","30","30"
"2023-11-02 15:08:53","0000000000093","1","2023-11-02 15:08:53","2023-11-02 15:08:53","40-1","2","2"
"2023-11-02 15:08:53","0000000000093","1","2023-11-02 15:08:53","2023-11-02 15:08:53","58-2","0","5"
"2023-11-02 15:27:31","0000000000018","1","2023-11-02 15:27:31","2023-11-02 15:27:31","58-2","95","95"
"2023-11-02 15:32:14","0000000000010","1","2023-11-02 15:32:14","2023-11-02 15:32:14","50-1","2","2"
"2023-11-02 15:32:14","0000000000010","1","2023-11-02 15:32:14","2023-11-02 15:32:14","51","5","5"
"2023-11-02 15:33:12","000000000019B","1","2023-11-02 15:33:12","2023-11-02 15:33:12","49-1","15","15"
"2023-11-02 15:33:12","000000000019B","1","2023-11-02 15:33:12","2023-11-02 15:33:12","31","5","5"
"2023-11-02 15:33:12","000000000019B","1","2023-11-02 15:33:12","2023-11-02 15:33:12","40-1","5","5"
"2023-11-02 15:33:12","000000000019B","1","2023-11-02 15:33:12","2023-11-02 15:33:12","47","10","9"
"2023-11-02 15:33:23","000000000019B","1","2023-11-02 15:33:23","2023-11-02 15:33:23","24","2","2"
"2023-11-02 15:33:23","000000000019B","1","2023-11-02 15:33:23","2023-11-02 15:33:23","58-2","0","10"
"2023-11-02 15:36:00","0000000000095","1","2023-11-02 15:36:00","2023-11-02 15:36:00","49-1","30","30"
"2023-11-02 15:43:55","0000000000003","1","2023-11-02 15:43:55","2023-11-02 15:43:55","58-2","15","15"
"2023-11-02 15:47:14","0000000000006","1","2023-11-02 15:47:14","2023-11-02 15:47:14","58-1","36","36"
"2023-11-02 15:49:09","0000000000011","1","2023-11-02 15:49:09","2023-11-02 15:49:09","7","5","4"
